Alarm_Type,Start,End,Duration
MIDDLE_LEVEL_ALARM,2024-08-21 12:22:00,2024-08-21 12:54:00,32.0
MIDDLE_LEVEL_ALARM,2024-08-21 12:56:00,2024-08-21 13:12:00,16.0
MIDDLE_LEVEL_ALARM,2024-08-21 13:14:00,2024-08-21 13:29:00,15.0
MIDDLE_LEVEL_ALARM,2024-08-21 13:31:00,2024-08-21 13:47:00,16.0
MIDDLE_LEVEL_ALARM,2024-08-21 13:49:00,2024-08-21 14:45:00,56.0
MIDDLE_LEVEL_ALARM,2024-08-21 14:47:00,2024-08-21 15:18:00,31.0
MIDDLE_LEVEL_ALARM,2024-08-21 15:20:00,2024-08-21 15:28:00,8.0
MIDDLE_LEVEL_ALARM,2024-08-21 15:30:00,2024-08-21 16:08:00,38.0
MIDDLE_LEVEL_ALARM,2024-08-21 16:12:00,2024-08-21 16:43:00,31.0
MIDDLE_LEVEL_ALARM,2024-08-21 17:17:00,2024-08-21 17:51:00,34.0
MIDDLE_LEVEL_ALARM,2024-08-21 17:53:00,2024-08-21 18:23:00,30.0
MIDDLE_LEVEL_ALARM,2024-08-21 18:26:00,2024-08-21 19:03:00,37.0
MIDDLE_LEVEL_ALARM,2024-08-21 19:06:00,2024-08-25 11:08:00,5282.0
MIDDLE_LEVEL_ALARM,2024-08-27 18:18:00,2024-08-27 18:20:00,2.0
MIDDLE_LEVEL_ALARM,2024-08-27 18:23:00,2024-08-27 19:00:00,37.0
MIDDLE_LEVEL_ALARM,2024-08-27 19:04:00,2024-08-27 19:34:00,30.0
MIDDLE_LEVEL_ALARM,2024-08-27 19:36:00,2024-08-28 08:23:00,767.0
MIDDLE_LEVEL_ALARM,2024-08-28 08:39:00,2024-08-28 09:10:00,31.0
MIDDLE_LEVEL_ALARM,2024-08-28 09:12:00,2024-08-28 15:35:00,383.0
MIDDLE_LEVEL_ALARM,2024-08-28 15:38:00,2024-08-28 16:08:00,30.0
MIDDLE_LEVEL_ALARM,2024-08-28 16:10:00,2024-08-28 16:18:00,8.0
MIDDLE_LEVEL_ALARM,2024-08-28 16:20:00,2024-08-28 16:44:00,24.0
MIDDLE_LEVEL_ALARM,2024-08-28 16:46:00,2024-08-28 16:54:00,8.0
MIDDLE_LEVEL_ALARM,2024-08-28 16:57:00,2024-08-28 17:16:00,19.0
MIDDLE_LEVEL_ALARM,2024-08-28 17:18:00,2024-08-28 17:27:00,9.0
MIDDLE_LEVEL_ALARM,2024-08-28 17:29:00,2024-08-28 17:42:00,13.0
MIDDLE_LEVEL_ALARM,2024-08-28 17:44:00,2024-08-28 18:10:00,26.0
MIDDLE_LEVEL_ALARM,2024-08-28 18:12:00,2024-08-28 18:42:00,30.0
MIDDLE_LEVEL_ALARM,2024-08-28 18:45:00,2024-08-28 18:54:00,9.0
MIDDLE_LEVEL_ALARM,2024-08-28 18:56:00,2024-08-28 19:15:00,19.0
MIDDLE_LEVEL_ALARM,2024-08-28 19:18:00,2024-08-28 19:27:00,9.0
MIDDLE_LEVEL_ALARM,2024-08-28 19:30:00,2024-08-29 08:07:00,757.0
MIDDLE_LEVEL_ALARM,2024-08-29 08:12:00,2024-08-29 08:40:00,28.0
MIDDLE_LEVEL_ALARM,2024-08-29 08:42:00,2024-08-29 08:50:00,8.0
MIDDLE_LEVEL_ALARM,2024-08-29 08:53:00,2024-08-29 09:21:00,28.0
MIDDLE_LEVEL_ALARM,2024-08-29 09:24:00,2024-08-29 09:53:00,29.0
MIDDLE_LEVEL_ALARM,2024-08-29 09:56:00,2024-08-29 10:05:00,9.0
MIDDLE_LEVEL_ALARM,2024-08-29 10:07:00,2024-08-29 10:32:00,25.0
MIDDLE_LEVEL_ALARM,2024-08-29 10:34:00,2024-08-29 10:43:00,9.0
MIDDLE_LEVEL_ALARM,2024-08-29 10:46:00,2024-08-29 11:14:00,28.0
MIDDLE_LEVEL_ALARM,2024-08-29 11:16:00,2024-08-29 11:52:00,36.0
MIDDLE_LEVEL_ALARM,2024-08-29 11:54:00,2024-08-29 12:02:00,8.0
MIDDLE_LEVEL_ALARM,2024-08-30 11:03:00,2024-08-30 11:17:00,14.0
MIDDLE_LEVEL_ALARM,2024-08-30 11:19:00,2024-08-30 11:30:00,11.0
MIDDLE_LEVEL_ALARM,2024-08-30 11:32:00,2024-08-30 11:46:00,14.0
MIDDLE_LEVEL_ALARM,2024-08-30 11:49:00,2024-08-30 11:58:00,9.0
MIDDLE_LEVEL_ALARM,2024-08-30 12:00:00,2024-08-30 12:14:00,14.0
MIDDLE_LEVEL_ALARM,2024-08-30 12:17:00,2024-08-30 12:43:00,26.0
MIDDLE_LEVEL_ALARM,2024-08-30 12:45:00,2024-08-30 12:53:00,8.0
MIDDLE_LEVEL_ALARM,2024-08-30 12:57:00,2024-08-30 13:23:00,26.0
MIDDLE_LEVEL_ALARM,2024-08-30 13:26:00,2024-08-30 13:35:00,9.0
MIDDLE_LEVEL_ALARM,2024-08-30 13:37:00,2024-08-30 13:54:00,17.0
MIDDLE_LEVEL_ALARM,2024-08-30 13:57:00,2024-08-30 14:08:00,11.0
HIGH_LEVEL_ALARM,2024-08-09 02:52:00,2024-08-09 04:04:00,72.0
HIGH_LEVEL_ALARM,2024-08-09 08:32:00,2024-08-09 08:32:00,0.0
HIGH_LEVEL_ALARM,2024-08-09 09:10:00,2024-08-09 09:10:00,0.0
HIGH_LEVEL_ALARM,2024-08-09 09:30:00,2024-08-09 09:30:00,0.0
HIGH_LEVEL_ALARM,2024-08-09 09:50:00,2024-08-09 09:50:00,0.0
HIGH_LEVEL_ALARM,2024-08-09 12:46:00,2024-08-09 12:46:00,0.0
HIGH_LEVEL_ALARM,2024-08-09 13:53:00,2024-08-09 13:53:00,0.0
HIGH_LEVEL_ALARM,2024-08-09 14:25:00,2024-08-09 14:25:00,0.0
HIGH_LEVEL_ALARM,2024-08-09 15:21:00,2024-08-09 15:21:00,0.0
HIGH_LEVEL_ALARM,2024-08-09 15:47:00,2024-08-09 15:48:00,1.0
HIGH_LEVEL_ALARM,2024-08-09 17:15:00,2024-08-09 17:15:00,0.0
HIGH_LEVEL_ALARM,2024-08-09 17:53:00,2024-08-09 17:53:00,0.0
HIGH_LEVEL_ALARM,2024-08-09 18:21:00,2024-08-09 18:21:00,0.0
HIGH_LEVEL_ALARM,2024-08-09 20:14:00,2024-08-09 20:14:00,0.0
HIGH_LEVEL_ALARM,2024-08-09 21:53:00,2024-08-09 21:53:00,0.0
HIGH_LEVEL_ALARM,2024-08-10 02:22:00,2024-08-10 02:22:00,0.0
HIGH_LEVEL_ALARM,2024-08-10 02:59:00,2024-08-10 02:59:00,0.0
HIGH_LEVEL_ALARM,2024-08-10 03:55:00,2024-08-10 03:55:00,0.0
HIGH_LEVEL_ALARM,2024-08-10 05:20:00,2024-08-10 05:20:00,0.0
HIGH_LEVEL_ALARM,2024-08-10 06:22:00,2024-08-10 06:22:00,0.0
HIGH_LEVEL_ALARM,2024-08-10 07:18:00,2024-08-10 07:18:00,0.0
HIGH_LEVEL_ALARM,2024-08-10 10:06:00,2024-08-10 10:06:00,0.0
HIGH_LEVEL_ALARM,2024-08-10 16:11:00,2024-08-10 16:11:00,0.0
HIGH_LEVEL_ALARM,2024-08-10 17:10:00,2024-08-10 17:10:00,0.0
HIGH_LEVEL_ALARM,2024-08-10 18:14:00,2024-08-10 18:14:00,0.0
HIGH_LEVEL_ALARM,2024-08-10 18:50:00,2024-08-10 18:50:00,0.0
HIGH_LEVEL_ALARM,2024-08-10 19:25:00,2024-08-10 19:25:00,0.0
HIGH_LEVEL_ALARM,2024-08-10 23:08:00,2024-08-10 23:08:00,0.0
HIGH_LEVEL_ALARM,2024-08-10 23:54:00,2024-08-10 23:54:00,0.0
HIGH_LEVEL_ALARM,2024-08-11 01:50:00,2024-08-11 01:52:00,2.0
HIGH_LEVEL_ALARM,2024-08-11 02:03:00,2024-08-11 02:05:00,2.0
HIGH_LEVEL_ALARM,2024-08-11 08:03:00,2024-08-11 08:09:00,6.0
HIGH_LEVEL_ALARM,2024-08-11 09:10:00,2024-08-11 09:10:00,0.0
HIGH_LEVEL_ALARM,2024-08-11 09:36:00,2024-08-11 09:36:00,0.0
HIGH_LEVEL_ALARM,2024-08-11 10:01:00,2024-08-11 10:01:00,0.0
HIGH_LEVEL_ALARM,2024-08-11 10:44:00,2024-08-11 10:45:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 11:08:00,2024-08-11 11:09:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 11:36:00,2024-08-11 11:38:00,2.0
HIGH_LEVEL_ALARM,2024-08-11 12:04:00,2024-08-11 12:05:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 12:32:00,2024-08-11 12:33:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 13:01:00,2024-08-11 13:02:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 13:32:00,2024-08-11 13:34:00,2.0
HIGH_LEVEL_ALARM,2024-08-11 14:05:00,2024-08-11 14:06:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 14:34:00,2024-08-11 14:35:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 15:05:00,2024-08-11 15:06:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 15:15:00,2024-08-11 15:15:00,0.0
HIGH_LEVEL_ALARM,2024-08-11 15:22:00,2024-08-11 17:29:00,127.0
HIGH_LEVEL_ALARM,2024-08-11 18:01:00,2024-08-11 18:01:00,0.0
HIGH_LEVEL_ALARM,2024-08-11 18:28:00,2024-08-11 18:28:00,0.0
HIGH_LEVEL_ALARM,2024-08-11 18:56:00,2024-08-11 18:57:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 19:24:00,2024-08-11 19:25:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 19:50:00,2024-08-11 19:51:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 20:18:00,2024-08-11 20:18:00,0.0
HIGH_LEVEL_ALARM,2024-08-11 20:45:00,2024-08-11 20:46:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 21:14:00,2024-08-11 21:15:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 21:44:00,2024-08-11 21:44:00,0.0
HIGH_LEVEL_ALARM,2024-08-11 22:12:00,2024-08-11 22:13:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 22:41:00,2024-08-11 22:42:00,1.0
HIGH_LEVEL_ALARM,2024-08-11 23:11:00,2024-08-11 23:12:00,1.0
HIGH_LEVEL_ALARM,2024-08-15 10:26:00,2024-08-15 10:27:00,1.0
HIGH_LEVEL_ALARM,2024-08-15 11:08:00,2024-08-15 11:08:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 11:40:00,2024-08-15 11:41:00,1.0
HIGH_LEVEL_ALARM,2024-08-15 12:13:00,2024-08-15 12:13:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 12:45:00,2024-08-15 12:45:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 13:51:00,2024-08-15 13:51:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 14:24:00,2024-08-15 14:24:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 14:59:00,2024-08-15 14:59:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 15:31:00,2024-08-15 15:31:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 16:42:00,2024-08-15 16:42:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 17:17:00,2024-08-15 17:17:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 17:56:00,2024-08-15 17:56:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 18:35:00,2024-08-15 18:35:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 19:52:00,2024-08-15 19:52:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 20:35:00,2024-08-15 20:35:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 21:14:00,2024-08-15 21:14:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 22:22:00,2024-08-15 22:22:00,0.0
HIGH_LEVEL_ALARM,2024-08-15 22:59:00,2024-08-15 22:59:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 00:21:00,2024-08-16 00:21:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 01:05:00,2024-08-16 01:05:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 01:38:00,2024-08-16 01:38:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 02:09:00,2024-08-16 02:10:00,1.0
HIGH_LEVEL_ALARM,2024-08-16 02:41:00,2024-08-16 02:41:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 03:15:00,2024-08-16 03:15:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 03:50:00,2024-08-16 03:50:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 04:25:00,2024-08-16 04:26:00,1.0
HIGH_LEVEL_ALARM,2024-08-16 05:04:00,2024-08-16 05:05:00,1.0
HIGH_LEVEL_ALARM,2024-08-16 05:44:00,2024-08-16 05:44:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 07:01:00,2024-08-16 07:01:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 07:38:00,2024-08-16 07:38:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 08:10:00,2024-08-16 08:10:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 08:38:00,2024-08-16 08:38:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 09:08:00,2024-08-16 09:08:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 15:20:00,2024-08-16 15:51:00,31.0
HIGH_LEVEL_ALARM,2024-08-16 17:08:00,2024-08-16 17:08:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 17:55:00,2024-08-16 17:55:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 20:12:00,2024-08-16 20:12:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 21:52:00,2024-08-16 21:52:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 22:27:00,2024-08-16 22:27:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 23:27:00,2024-08-16 23:27:00,0.0
HIGH_LEVEL_ALARM,2024-08-16 23:57:00,2024-08-16 23:57:00,0.0
HIGH_LEVEL_ALARM,2024-08-17 00:25:00,2024-08-17 00:25:00,0.0
HIGH_LEVEL_ALARM,2024-08-17 00:55:00,2024-08-17 00:55:00,0.0
HIGH_LEVEL_ALARM,2024-08-17 02:37:00,2024-08-17 02:37:00,0.0
HIGH_LEVEL_ALARM,2024-08-17 03:09:00,2024-08-17 03:09:00,0.0
HIGH_LEVEL_ALARM,2024-08-17 04:23:00,2024-08-17 04:23:00,0.0
HIGH_LEVEL_ALARM,2024-08-17 05:34:00,2024-08-17 05:34:00,0.0
HIGH_LEVEL_ALARM,2024-08-17 06:32:00,2024-08-17 06:32:00,0.0
HIGH_LEVEL_ALARM,2024-08-17 07:04:00,2024-08-17 07:05:00,1.0
HIGH_LEVEL_ALARM,2024-08-17 07:49:00,2024-08-17 07:49:00,0.0
HIGH_LEVEL_ALARM,2024-08-17 08:15:00,2024-08-17 08:15:00,0.0
HIGH_LEVEL_ALARM,2024-08-17 08:41:00,2024-08-17 08:41:00,0.0
HIGH_LEVEL_ALARM,2024-08-17 09:05:00,2024-08-17 09:05:00,0.0
HIGH_LEVEL_ALARM,2024-08-17 09:31:00,2024-08-17 09:31:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 10:39:00,2024-08-19 10:48:00,9.0
HIGH_LEVEL_ALARM,2024-08-19 11:42:00,2024-08-19 11:42:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 12:03:00,2024-08-19 12:04:00,1.0
HIGH_LEVEL_ALARM,2024-08-19 12:21:00,2024-08-19 12:21:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 12:41:00,2024-08-19 12:41:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 12:59:00,2024-08-19 12:59:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 13:17:00,2024-08-19 13:17:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 13:36:00,2024-08-19 13:36:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 13:54:00,2024-08-19 13:54:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 14:12:00,2024-08-19 14:12:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 14:29:00,2024-08-19 14:29:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 14:47:00,2024-08-19 14:47:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 15:05:00,2024-08-19 15:05:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 15:22:00,2024-08-19 15:22:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 15:56:00,2024-08-19 15:56:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 16:14:00,2024-08-19 16:14:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 16:47:00,2024-08-19 16:47:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 17:38:00,2024-08-19 17:38:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 17:55:00,2024-08-19 17:55:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 18:29:00,2024-08-19 18:29:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 18:46:00,2024-08-19 18:46:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 19:04:00,2024-08-19 19:04:00,0.0
HIGH_LEVEL_ALARM,2024-08-19 19:54:00,2024-08-19 19:54:00,0.0
HIGH_LEVEL_ALARM,2024-08-20 08:02:00,2024-08-20 08:08:00,6.0
HIGH_LEVEL_ALARM,2024-08-20 08:48:00,2024-08-20 08:48:00,0.0
HIGH_LEVEL_ALARM,2024-08-20 09:20:00,2024-08-20 09:20:00,0.0
HIGH_LEVEL_ALARM,2024-08-20 09:48:00,2024-08-20 09:48:00,0.0
HIGH_LEVEL_ALARM,2024-08-20 10:16:00,2024-08-20 10:16:00,0.0
HIGH_LEVEL_ALARM,2024-08-20 11:11:00,2024-08-20 11:11:00,0.0
HIGH_LEVEL_ALARM,2024-08-20 11:36:00,2024-08-20 11:36:00,0.0
HIGH_LEVEL_ALARM,2024-08-20 12:28:00,2024-08-20 12:28:00,0.0
HIGH_LEVEL_ALARM,2024-08-20 13:48:00,2024-08-20 13:48:00,0.0
HIGH_LEVEL_ALARM,2024-08-21 11:04:00,2024-08-21 11:05:00,1.0
HIGH_LEVEL_ALARM,2024-08-21 11:23:00,2024-08-21 11:23:00,0.0
HIGH_LEVEL_ALARM,2024-08-21 11:39:00,2024-08-21 11:39:00,0.0
HIGH_LEVEL_ALARM,2024-08-21 12:28:00,2024-08-21 12:29:00,1.0
HIGH_LEVEL_ALARM,2024-08-21 13:02:00,2024-08-21 13:02:00,0.0
HIGH_LEVEL_ALARM,2024-08-21 13:20:00,2024-08-21 13:20:00,0.0
HIGH_LEVEL_ALARM,2024-08-21 13:38:00,2024-08-21 13:38:00,0.0
HIGH_LEVEL_ALARM,2024-08-21 13:56:00,2024-08-21 13:56:00,0.0
HIGH_LEVEL_ALARM,2024-08-21 14:12:00,2024-08-21 14:12:00,0.0
HIGH_LEVEL_ALARM,2024-08-21 14:46:00,2024-08-21 14:46:00,0.0
HIGH_LEVEL_ALARM,2024-08-21 15:02:00,2024-08-21 15:02:00,0.0
HIGH_LEVEL_ALARM,2024-08-21 15:19:00,2024-08-21 15:19:00,0.0
HIGH_LEVEL_ALARM,2024-08-21 15:54:00,2024-08-21 15:54:00,0.0
HIGH_LEVEL_ALARM,2024-08-21 17:42:00,2024-08-21 17:42:00,0.0
HIGH_LEVEL_ALARM,2024-08-21 18:14:00,2024-08-21 18:14:00,0.0
HIGH_LEVEL_ALARM,2024-08-21 18:56:00,2024-08-21 18:56:00,0.0
HIGH_LEVEL_ALARM,2024-08-25 11:09:00,2024-08-26 08:13:00,1264.0
HIGH_LEVEL_ALARM,2024-08-27 18:21:00,2024-08-27 18:23:00,2.0
HIGH_LEVEL_ALARM,2024-08-27 19:01:00,2024-08-27 19:04:00,3.0
HIGH_LEVEL_ALARM,2024-08-28 08:24:00,2024-08-28 08:38:00,14.0
HIGH_LEVEL_ALARM,2024-08-28 15:35:00,2024-08-28 15:37:00,2.0
HIGH_LEVEL_ALARM,2024-08-28 16:18:00,2024-08-28 16:19:00,1.0
HIGH_LEVEL_ALARM,2024-08-28 16:54:00,2024-08-28 16:57:00,3.0
HIGH_LEVEL_ALARM,2024-08-28 17:28:00,2024-08-28 17:28:00,0.0
HIGH_LEVEL_ALARM,2024-08-28 17:56:00,2024-08-28 17:56:00,0.0
HIGH_LEVEL_ALARM,2024-08-28 18:22:00,2024-08-28 18:22:00,0.0
HIGH_LEVEL_ALARM,2024-08-28 18:55:00,2024-08-28 18:56:00,1.0
HIGH_LEVEL_ALARM,2024-08-28 19:27:00,2024-08-28 19:30:00,3.0
HIGH_LEVEL_ALARM,2024-08-29 08:07:00,2024-08-29 08:11:00,4.0
HIGH_LEVEL_ALARM,2024-08-29 08:51:00,2024-08-29 08:52:00,1.0
HIGH_LEVEL_ALARM,2024-08-29 09:33:00,2024-08-29 09:34:00,1.0
HIGH_LEVEL_ALARM,2024-08-29 10:05:00,2024-08-29 10:07:00,2.0
HIGH_LEVEL_ALARM,2024-08-29 10:43:00,2024-08-29 10:45:00,2.0
HIGH_LEVEL_ALARM,2024-08-29 11:24:00,2024-08-29 11:25:00,1.0
HIGH_LEVEL_ALARM,2024-08-30 10:15:00,2024-08-30 11:02:00,47.0
HIGH_LEVEL_ALARM,2024-08-30 11:30:00,2024-08-30 11:31:00,1.0
HIGH_LEVEL_ALARM,2024-08-30 11:59:00,2024-08-30 11:59:00,0.0
HIGH_LEVEL_ALARM,2024-08-30 12:25:00,2024-08-30 12:25:00,0.0
HIGH_LEVEL_ALARM,2024-08-30 12:53:00,2024-08-30 12:56:00,3.0
HIGH_LEVEL_ALARM,2024-08-30 13:36:00,2024-08-30 13:37:00,1.0
LOW_AIR_PRESSURE_ALARM,2024-08-20 07:59:00,2024-08-20 08:02:00,3.0
GENERAL_ALARM,2024-08-11 01:58:00,2024-08-11 01:58:00,0.0
GENERAL_ALARM,2024-08-20 07:59:00,2024-08-20 08:02:00,3.0
AIR_OVERHEATED,2024-08-11 01:58:00,2024-08-11 01:58:00,0.0
AIR_OVERHEATED,2024-08-20 07:59:00,2024-08-20 08:02:00,3.0
